student_id,course_name,course_id,final_result,score,letter_grade
1168,UNIVERSITY ELECTIVE (JOURNALISM CASE STUDIES),JOUR450,Pass,73,C
1168,CAPSTONE PROJECT,ENGI402,Pass,75,C
1168,NATURAL LANGUAGE PROCESSING,AIEN422,Pass,69,D
1168,AREA ELECTIVE (BIOINFORMATICS),BIOE305,Fail,85,B
1168,AREA ELECTIVE (INTRODUCTION TO HUMAN-COMPUTER INTERACTION),ISYE427,Withdrawn,63,D
1168,UNIVERSITY ELECTIVE (FILM ANALYSIS),RTVC342,Withdrawn,87,B
1168,0,0,Withdrawn,#N/A,#N/A
1169,READING AND WRITING SKILLS-I,ENGL141,Withdrawn,78,C
1169,GENERAL PHYSICS-I,PHYS101,Pass,70,C
1169,TURKISH,TURK100,Pass,#N/A,Pass
1169,LINEAR ALGEBRA,MATH121,Pass,72,C
1169,INTRODUCTION TO ARTIFICIAL INTELIGENCE ENGINEERING,AIEN100,Pass,69,D
1169,CALCULUS-I,MATH101,Withdrawn,79,C
1169,INTRODUCTION TO PROGRAMMING,CMPE111,Pass,70,C
1169,READING AND WRITING SKILLS-II,ENGL142,Distinction,72,C
1169,GENERAL PHYSICS-II,PHYS102,Pass,72,C
1169,HISTORY OF CIVILIZATION,HIST100,Withdrawn,71,C
1169,DISCRETE MATHEMATICS,MATH122,Withdrawn,68,D
1169,ALGORITHMS AND PROGRAMMING,CMPE124,Pass,73,C
1169,CALCULUS-II,MATH102,Distinction,67,D
1169,DIGITAL LOGIC DESIGN,CMPE221,Fail,73,C
1169,INTRODUCTION TO PROBABILITY AND STATISTICS,MATH205,Fail,83,B
1169,DIFFERENTIAL EQUATIONS,MATH203,Withdrawn,66,D
1169,PRINCIPLES OF ARTIFICIAL INTELLIGENCE,AIEN201,Pass,59,F
1169,UNIVERSITY ELECTIVE (INTRODUCTION TO COMPUTING),CMPE101,Pass,82,B
1169,VISUAL PROGRAMMING,CMPE214,Pass,60,D
1169,FREE ELECTIVE (DATA STRUCTURES AND DATA ORGANIZATION),CMPE242,Pass,67,D
1169,FREE ELECTIVE (ENGINEERING ECONOMY),INDE232,Fail,73,C
1169,INTRODUCTION TO DATA SCIENCE,AIEN202,Withdrawn,75,C
1169,MATHEMATICAL METHODS FOR ENGINEERS,MATH202,Withdrawn,74,C
1169,DATABASE MANAGEMENT SYSTEMS AND PROGRAMMING-I,CMPE343,Pass,62,D
1169,OPERATING SYSTEMS,CMPE351,Fail,63,D
1169,SIGNALS & SYSTEMS,EELE321,Withdrawn,84,B
1169,PROGRAMMING FOR ARTIFICIAL INTELLIGENCE,AIEN301,Pass,80,B
1169,AREA ELECTIVE (INDUSTRIAL AUTOMATION ),ENGI415,Fail,76,C
1169,SIGNAL AND IMAGE PROCESSING,CMPE326,Withdrawn,85,B
1169,FUNDAMENTALS OF COMPUTER NETWORKS,CMPE332,Pass,67,D
1169,FREE ELECTIVE (PHYSIOLOGICAL SIGNALS AND INSTRUMENTATION),BIME302,Withdrawn,57,F
1169,AREA ELECTIVE (OBJECT ORIENTED PROGRAMMING),CMPE313,Withdrawn,66,D
1169,MACHINE LEARNING,AIEN302,Distinction,80,B
1169,ROBOTICS,EELE411,Pass,81,B
1169,PROJECT MANAGEMENT,ENGI401,Withdrawn,66,D
1169,FUNDAMENTALS OF NEURAL NETWORKS,AIEN421,Withdrawn,74,C
1169,AREA ELECTIVE (ETHICS),INDE335,Withdrawn,76,C
1169,SUMMER TRAINING,AIEN300,Withdrawn,72,C
1169,UNIVERSITY ELECTIVE (JOURNALISM CASE STUDIES),JOUR450,Pass,73,C
1169,CAPSTONE PROJECT,ENGI402,Pass,75,C
1169,NATURAL LANGUAGE PROCESSING,AIEN422,Pass,69,D
1169,AREA ELECTIVE (BIOINFORMATICS),BIOE305,Withdrawn,85,B
1169,AREA ELECTIVE (INTRODUCTION TO HUMAN-COMPUTER INTERACTION),ISYE427,Withdrawn,63,D
1169,UNIVERSITY ELECTIVE (FILM ANALYSIS),RTVC342,Pass,87,B
1169,0,0,Fail,#N/A,#N/A
1170,READING AND WRITING SKILLS-I,ENGL141,Withdrawn,78,C
1170,GENERAL PHYSICS-I,PHYS101,Fail,70,C
1170,TURKISH,TURK100,Fail,#N/A,Fail
1170,LINEAR ALGEBRA,MATH121,Pass,72,C
1170,INTRODUCTION TO ARTIFICIAL INTELIGENCE ENGINEERING,AIEN100,Distinction,69,D
1170,CALCULUS-I,MATH101,Withdrawn,79,C
1170,INTRODUCTION TO PROGRAMMING,CMPE111,Fail,70,C
1170,READING AND WRITING SKILLS-II,ENGL142,Withdrawn,72,C
1170,GENERAL PHYSICS-II,PHYS102,Pass,72,C
1170,HISTORY OF CIVILIZATION,HIST100,Pass,71,C
1170,DISCRETE MATHEMATICS,MATH122,Withdrawn,68,D
1170,ALGORITHMS AND PROGRAMMING,CMPE124,Pass,73,C
1170,CALCULUS-II,MATH102,Withdrawn,67,D
1170,DIGITAL LOGIC DESIGN,CMPE221,Withdrawn,73,C
1170,INTRODUCTION TO PROBABILITY AND STATISTICS,MATH205,Withdrawn,83,B
1170,DIFFERENTIAL EQUATIONS,MATH203,Fail,66,D
1170,PRINCIPLES OF ARTIFICIAL INTELLIGENCE,AIEN201,Withdrawn,59,F
1170,UNIVERSITY ELECTIVE (INTRODUCTION TO COMPUTING),CMPE101,Withdrawn,82,B
1170,VISUAL PROGRAMMING,CMPE214,Distinction,60,D
1170,FREE ELECTIVE (DATA STRUCTURES AND DATA ORGANIZATION),CMPE242,Fail,67,D
1170,FREE ELECTIVE (ENGINEERING ECONOMY),INDE232,Withdrawn,73,C
1170,INTRODUCTION TO DATA SCIENCE,AIEN202,Pass,75,C
1170,MATHEMATICAL METHODS FOR ENGINEERS,MATH202,Pass,74,C
1170,DATABASE MANAGEMENT SYSTEMS AND PROGRAMMING-I,CMPE343,Withdrawn,62,D
1170,OPERATING SYSTEMS,CMPE351,Fail,63,D
1170,SIGNALS & SYSTEMS,EELE321,Fail,84,B
1170,PROGRAMMING FOR ARTIFICIAL INTELLIGENCE,AIEN301,Withdrawn,80,B
1170,AREA ELECTIVE (INDUSTRIAL AUTOMATION ),ENGI415,Pass,76,C
1170,SIGNAL AND IMAGE PROCESSING,CMPE326,Pass,85,B
1170,FUNDAMENTALS OF COMPUTER NETWORKS,CMPE332,Pass,67,D
1170,FREE ELECTIVE (PHYSIOLOGICAL SIGNALS AND INSTRUMENTATION),BIME302,Fail,57,F
1170,AREA ELECTIVE (OBJECT ORIENTED PROGRAMMING),CMPE313,Withdrawn,66,D
1170,MACHINE LEARNING,AIEN302,Pass,80,B
1170,ROBOTICS,EELE411,Withdrawn,81,B
1170,PROJECT MANAGEMENT,ENGI401,Pass,66,D
1170,FUNDAMENTALS OF NEURAL NETWORKS,AIEN421,Pass,74,C
1170,AREA ELECTIVE (ETHICS),INDE335,Withdrawn,76,C
1170,SUMMER TRAINING,AIEN300,Pass,72,C
1170,UNIVERSITY ELECTIVE (JOURNALISM CASE STUDIES),JOUR450,Withdrawn,73,C
1170,CAPSTONE PROJECT,ENGI402,Withdrawn,75,C
1170,NATURAL LANGUAGE PROCESSING,AIEN422,Withdrawn,69,D
1170,AREA ELECTIVE (BIOINFORMATICS),BIOE305,Withdrawn,85,B
1170,AREA ELECTIVE (INTRODUCTION TO HUMAN-COMPUTER INTERACTION),ISYE427,Withdrawn,63,D
1170,UNIVERSITY ELECTIVE (FILM ANALYSIS),RTVC342,Withdrawn,87,B
1170,0,0,Pass,#N/A,#N/A
1171,READING AND WRITING SKILLS-I,ENGL141,Pass,78,C
1171,GENERAL PHYSICS-I,PHYS101,Withdrawn,70,C
1171,TURKISH,TURK100,Pass,#N/A,Pass
1171,LINEAR ALGEBRA,MATH121,Fail,72,C
1171,INTRODUCTION TO ARTIFICIAL INTELIGENCE ENGINEERING,AIEN100,Fail,69,D
1171,CALCULUS-I,MATH101,Withdrawn,79,C
1171,INTRODUCTION TO PROGRAMMING,CMPE111,Pass,70,C
1171,READING AND WRITING SKILLS-II,ENGL142,Withdrawn,72,C
1171,GENERAL PHYSICS-II,PHYS102,Withdrawn,72,C
1171,HISTORY OF CIVILIZATION,HIST100,Pass,71,C
1171,DISCRETE MATHEMATICS,MATH122,Withdrawn,68,D
1171,ALGORITHMS AND PROGRAMMING,CMPE124,Withdrawn,73,C
1171,CALCULUS-II,MATH102,Withdrawn,67,D
1171,DIGITAL LOGIC DESIGN,CMPE221,Pass,73,C
1171,INTRODUCTION TO PROBABILITY AND STATISTICS,MATH205,Fail,83,B
1171,DIFFERENTIAL EQUATIONS,MATH203,Withdrawn,66,D
1171,PRINCIPLES OF ARTIFICIAL INTELLIGENCE,AIEN201,Withdrawn,59,F
1171,UNIVERSITY ELECTIVE (INTRODUCTION TO COMPUTING),CMPE101,Withdrawn,82,B
1171,VISUAL PROGRAMMING,CMPE214,Withdrawn,60,D
1171,FREE ELECTIVE (DATA STRUCTURES AND DATA ORGANIZATION),CMPE242,Pass,67,D
1171,FREE ELECTIVE (ENGINEERING ECONOMY),INDE232,Distinction,73,C
1171,INTRODUCTION TO DATA SCIENCE,AIEN202,Pass,75,C
1171,MATHEMATICAL METHODS FOR ENGINEERS,MATH202,Withdrawn,74,C
1171,DATABASE MANAGEMENT SYSTEMS AND PROGRAMMING-I,CMPE343,Withdrawn,62,D
1171,OPERATING SYSTEMS,CMPE351,Fail,63,D
1171,SIGNALS & SYSTEMS,EELE321,Fail,84,B
1171,PROGRAMMING FOR ARTIFICIAL INTELLIGENCE,AIEN301,Pass,80,B
1171,AREA ELECTIVE (INDUSTRIAL AUTOMATION ),ENGI415,Pass,76,C
1171,SIGNAL AND IMAGE PROCESSING,CMPE326,Fail,85,B
1171,FUNDAMENTALS OF COMPUTER NETWORKS,CMPE332,Fail,67,D
1171,FREE ELECTIVE (PHYSIOLOGICAL SIGNALS AND INSTRUMENTATION),BIME302,Fail,57,F
1171,AREA ELECTIVE (OBJECT ORIENTED PROGRAMMING),CMPE313,Fail,66,D
1171,MACHINE LEARNING,AIEN302,Fail,80,B
1171,ROBOTICS,EELE411,Pass,81,B
1171,PROJECT MANAGEMENT,ENGI401,Withdrawn,66,D
1171,FUNDAMENTALS OF NEURAL NETWORKS,AIEN421,Withdrawn,74,C
1171,AREA ELECTIVE (ETHICS),INDE335,Withdrawn,76,C
1171,SUMMER TRAINING,AIEN300,Pass,72,C
1171,UNIVERSITY ELECTIVE (JOURNALISM CASE STUDIES),JOUR450,Withdrawn,73,C
1171,CAPSTONE PROJECT,ENGI402,Withdrawn,75,C
1171,NATURAL LANGUAGE PROCESSING,AIEN422,Withdrawn,69,D
1171,AREA ELECTIVE (BIOINFORMATICS),BIOE305,Withdrawn,85,B
1171,AREA ELECTIVE (INTRODUCTION TO HUMAN-COMPUTER INTERACTION),ISYE427,Fail,63,D
1171,UNIVERSITY ELECTIVE (FILM ANALYSIS),RTVC342,Pass,87,B
1171,0,0,Pass,#N/A,#N/A
1172,READING AND WRITING SKILLS-I,ENGL141,Pass,78,C
1172,GENERAL PHYSICS-I,PHYS101,Pass,70,C
1172,TURKISH,TURK100,Pass,#N/A,Pass
1172,LINEAR ALGEBRA,MATH121,Pass,72,C
1172,INTRODUCTION TO ARTIFICIAL INTELIGENCE ENGINEERING,AIEN100,Withdrawn,69,D
1172,CALCULUS-I,MATH101,Pass,79,C
1172,INTRODUCTION TO PROGRAMMING,CMPE111,Pass,70,C
1172,READING AND WRITING SKILLS-II,ENGL142,Pass,72,C
1172,GENERAL PHYSICS-II,PHYS102,Fail,72,C
1172,HISTORY OF CIVILIZATION,HIST100,Distinction,71,C
1172,DISCRETE MATHEMATICS,MATH122,Withdrawn,68,D
1172,ALGORITHMS AND PROGRAMMING,CMPE124,Pass,73,C
1172,CALCULUS-II,MATH102,Fail,67,D
1172,DIGITAL LOGIC DESIGN,CMPE221,Pass,73,C
1172,INTRODUCTION TO PROBABILITY AND STATISTICS,MATH205,Distinction,83,B
1172,DIFFERENTIAL EQUATIONS,MATH203,Pass,66,D
1172,PRINCIPLES OF ARTIFICIAL INTELLIGENCE,AIEN201,Withdrawn,59,F
1172,UNIVERSITY ELECTIVE (INTRODUCTION TO COMPUTING),CMPE101,Withdrawn,82,B
1172,VISUAL PROGRAMMING,CMPE214,Fail,60,D
1172,FREE ELECTIVE (DATA STRUCTURES AND DATA ORGANIZATION),CMPE242,Withdrawn,67,D
1172,FREE ELECTIVE (ENGINEERING ECONOMY),INDE232,Fail,73,C
1172,INTRODUCTION TO DATA SCIENCE,AIEN202,Pass,75,C
1172,MATHEMATICAL METHODS FOR ENGINEERS,MATH202,Pass,74,C
1172,DATABASE MANAGEMENT SYSTEMS AND PROGRAMMING-I,CMPE343,Pass,62,D
1172,OPERATING SYSTEMS,CMPE351,Pass,63,D
1172,SIGNALS & SYSTEMS,EELE321,Withdrawn,84,B
1172,PROGRAMMING FOR ARTIFICIAL INTELLIGENCE,AIEN301,Pass,80,B
1172,AREA ELECTIVE (INDUSTRIAL AUTOMATION ),ENGI415,Fail,76,C
1172,SIGNAL AND IMAGE PROCESSING,CMPE326,Withdrawn,85,B
1172,FUNDAMENTALS OF COMPUTER NETWORKS,CMPE332,Pass,67,D
1172,FREE ELECTIVE (PHYSIOLOGICAL SIGNALS AND INSTRUMENTATION),BIME302,Fail,57,F
1172,AREA ELECTIVE (OBJECT ORIENTED PROGRAMMING),CMPE313,Pass,66,D
1172,MACHINE LEARNING,AIEN302,Fail,80,B
1172,ROBOTICS,EELE411,Fail,81,B
1172,PROJECT MANAGEMENT,ENGI401,Pass,66,D
1172,FUNDAMENTALS OF NEURAL NETWORKS,AIEN421,Pass,74,C
1172,AREA ELECTIVE (ETHICS),INDE335,Pass,76,C
1172,SUMMER TRAINING,AIEN300,Pass,72,C
1172,UNIVERSITY ELECTIVE (JOURNALISM CASE STUDIES),JOUR450,Fail,73,C
1172,CAPSTONE PROJECT,ENGI402,Pass,75,C
1172,NATURAL LANGUAGE PROCESSING,AIEN422,Distinction,69,D
1172,AREA ELECTIVE (BIOINFORMATICS),BIOE305,Withdrawn,85,B
1172,AREA ELECTIVE (INTRODUCTION TO HUMAN-COMPUTER INTERACTION),ISYE427,Pass,63,D
1172,UNIVERSITY ELECTIVE (FILM ANALYSIS),RTVC342,Pass,87,B
1172,0,0,Withdrawn,#N/A,#N/A
1173,READING AND WRITING SKILLS-I,ENGL141,Distinction,78,C
1173,GENERAL PHYSICS-I,PHYS101,Withdrawn,70,C
1173,TURKISH,TURK100,Pass,#N/A,Pass
1173,LINEAR ALGEBRA,MATH121,Withdrawn,72,C
1173,INTRODUCTION TO ARTIFICIAL INTELIGENCE ENGINEERING,AIEN100,Distinction,69,D
1173,CALCULUS-I,MATH101,Pass,79,C
1173,INTRODUCTION TO PROGRAMMING,CMPE111,Withdrawn,70,C
1173,READING AND WRITING SKILLS-II,ENGL142,Withdrawn,72,C
1173,GENERAL PHYSICS-II,PHYS102,Withdrawn,72,C
1173,HISTORY OF CIVILIZATION,HIST100,Pass,71,C
1173,DISCRETE MATHEMATICS,MATH122,Pass,68,D
1173,ALGORITHMS AND PROGRAMMING,CMPE124,Fail,73,C
1173,CALCULUS-II,MATH102,Withdrawn,67,D
1173,DIGITAL LOGIC DESIGN,CMPE221,Withdrawn,73,C
1173,INTRODUCTION TO PROBABILITY AND STATISTICS,MATH205,Withdrawn,83,B
1173,DIFFERENTIAL EQUATIONS,MATH203,Withdrawn,66,D
1173,PRINCIPLES OF ARTIFICIAL INTELLIGENCE,AIEN201,Pass,59,F
1173,UNIVERSITY ELECTIVE (INTRODUCTION TO COMPUTING),CMPE101,Pass,82,B
1173,VISUAL PROGRAMMING,CMPE214,Pass,60,D
1173,FREE ELECTIVE (DATA STRUCTURES AND DATA ORGANIZATION),CMPE242,Pass,67,D
1173,FREE ELECTIVE (ENGINEERING ECONOMY),INDE232,Pass,73,C
1173,INTRODUCTION TO DATA SCIENCE,AIEN202,Withdrawn,75,C
1173,MATHEMATICAL METHODS FOR ENGINEERS,MATH202,Fail,74,C
1173,DATABASE MANAGEMENT SYSTEMS AND PROGRAMMING-I,CMPE343,Pass,62,D
1173,OPERATING SYSTEMS,CMPE351,Withdrawn,63,D
1173,SIGNALS & SYSTEMS,EELE321,Withdrawn,84,B
1173,PROGRAMMING FOR ARTIFICIAL INTELLIGENCE,AIEN301,Withdrawn,80,B
1173,AREA ELECTIVE (INDUSTRIAL AUTOMATION ),ENGI415,Pass,76,C
1173,SIGNAL AND IMAGE PROCESSING,CMPE326,Withdrawn,85,B
1173,FUNDAMENTALS OF COMPUTER NETWORKS,CMPE332,Withdrawn,67,D
1173,FREE ELECTIVE (PHYSIOLOGICAL SIGNALS AND INSTRUMENTATION),BIME302,Withdrawn,57,F
1173,AREA ELECTIVE (OBJECT ORIENTED PROGRAMMING),CMPE313,Pass,66,D
1173,MACHINE LEARNING,AIEN302,Pass,80,B
1173,ROBOTICS,EELE411,Withdrawn,81,B
1173,PROJECT MANAGEMENT,ENGI401,Pass,66,D
1173,FUNDAMENTALS OF NEURAL NETWORKS,AIEN421,Pass,74,C
1173,AREA ELECTIVE (ETHICS),INDE335,Withdrawn,76,C
1173,SUMMER TRAINING,AIEN300,Withdrawn,72,C
1173,UNIVERSITY ELECTIVE (JOURNALISM CASE STUDIES),JOUR450,Withdrawn,73,C
1173,CAPSTONE PROJECT,ENGI402,Fail,75,C
1173,NATURAL LANGUAGE PROCESSING,AIEN422,Withdrawn,69,D
1173,AREA ELECTIVE (BIOINFORMATICS),BIOE305,Pass,85,B
1173,AREA ELECTIVE (INTRODUCTION TO HUMAN-COMPUTER INTERACTION),ISYE427,Withdrawn,63,D
1173,UNIVERSITY ELECTIVE (FILM ANALYSIS),RTVC342,Fail,87,B
1173,0,0,Fail,#N/A,#N/A
1174,READING AND WRITING SKILLS-I,ENGL141,Withdrawn,78,C
1174,GENERAL PHYSICS-I,PHYS101,Pass,70,C
1174,TURKISH,TURK100,Pass,#N/A,Pass
1174,LINEAR ALGEBRA,MATH121,Pass,72,C
1174,INTRODUCTION TO ARTIFICIAL INTELIGENCE ENGINEERING,AIEN100,Withdrawn,69,D
1174,CALCULUS-I,MATH101,Distinction,79,C
1174,INTRODUCTION TO PROGRAMMING,CMPE111,Fail,70,C
1174,READING AND WRITING SKILLS-II,ENGL142,Withdrawn,72,C
1174,GENERAL PHYSICS-II,PHYS102,Distinction,72,C
1174,HISTORY OF CIVILIZATION,HIST100,Withdrawn,71,C
1174,DISCRETE MATHEMATICS,MATH122,Pass,68,D
1174,ALGORITHMS AND PROGRAMMING,CMPE124,Fail,73,C
1174,CALCULUS-II,MATH102,Pass,67,D
1174,DIGITAL LOGIC DESIGN,CMPE221,Distinction,73,C
1174,INTRODUCTION TO PROBABILITY AND STATISTICS,MATH205,Distinction,83,B
1174,DIFFERENTIAL EQUATIONS,MATH203,Withdrawn,66,D
1174,PRINCIPLES OF ARTIFICIAL INTELLIGENCE,AIEN201,Pass,59,F
1174,UNIVERSITY ELECTIVE (INTRODUCTION TO COMPUTING),CMPE101,Pass,82,B
1174,VISUAL PROGRAMMING,CMPE214,Pass,60,D
1174,FREE ELECTIVE (DATA STRUCTURES AND DATA ORGANIZATION),CMPE242,Fail,67,D
1174,FREE ELECTIVE (ENGINEERING ECONOMY),INDE232,Withdrawn,73,C
1174,INTRODUCTION TO DATA SCIENCE,AIEN202,Fail,75,C
1174,MATHEMATICAL METHODS FOR ENGINEERS,MATH202,Withdrawn,74,C
1174,DATABASE MANAGEMENT SYSTEMS AND PROGRAMMING-I,CMPE343,Fail,62,D
1174,OPERATING SYSTEMS,CMPE351,Withdrawn,63,D
1174,SIGNALS & SYSTEMS,EELE321,Fail,84,B
1174,PROGRAMMING FOR ARTIFICIAL INTELLIGENCE,AIEN301,Pass,80,B
1174,AREA ELECTIVE (INDUSTRIAL AUTOMATION ),ENGI415,Withdrawn,76,C
1174,SIGNAL AND IMAGE PROCESSING,CMPE326,Withdrawn,85,B
1174,FUNDAMENTALS OF COMPUTER NETWORKS,CMPE332,Withdrawn,67,D
1174,FREE ELECTIVE (PHYSIOLOGICAL SIGNALS AND INSTRUMENTATION),BIME302,Pass,57,F
1174,AREA ELECTIVE (OBJECT ORIENTED PROGRAMMING),CMPE313,Fail,66,D
1174,MACHINE LEARNING,AIEN302,Fail,80,B
1174,ROBOTICS,EELE411,Withdrawn,81,B
1174,PROJECT MANAGEMENT,ENGI401,Withdrawn,66,D
1174,FUNDAMENTALS OF NEURAL NETWORKS,AIEN421,Pass,74,C
1174,AREA ELECTIVE (ETHICS),INDE335,Withdrawn,76,C
1174,SUMMER TRAINING,AIEN300,Pass,72,C
1174,UNIVERSITY ELECTIVE (JOURNALISM CASE STUDIES),JOUR450,Withdrawn,73,C
1174,CAPSTONE PROJECT,ENGI402,Fail,75,C
1174,NATURAL LANGUAGE PROCESSING,AIEN422,Pass,69,D
1174,AREA ELECTIVE (BIOINFORMATICS),BIOE305,Pass,85,B
1174,AREA ELECTIVE (INTRODUCTION TO HUMAN-COMPUTER INTERACTION),ISYE427,Withdrawn,63,D
1174,UNIVERSITY ELECTIVE (FILM ANALYSIS),RTVC342,Fail,87,B
1174,0,0,Withdrawn,#N/A,#N/A
1175,READING AND WRITING SKILLS-I,ENGL141,Pass,78,C
1175,GENERAL PHYSICS-I,PHYS101,Pass,70,C
1175,TURKISH,TURK100,Withdrawn,#N/A,Withdrawn
1175,LINEAR ALGEBRA,MATH121,Fail,72,C
1175,INTRODUCTION TO ARTIFICIAL INTELIGENCE ENGINEERING,AIEN100,Fail,69,D
1175,CALCULUS-I,MATH101,Pass,79,C
1175,INTRODUCTION TO PROGRAMMING,CMPE111,Withdrawn,70,C
1175,READING AND WRITING SKILLS-II,ENGL142,Withdrawn,72,C
1175,GENERAL PHYSICS-II,PHYS102,Pass,72,C
1175,HISTORY OF CIVILIZATION,HIST100,Withdrawn,71,C
1175,DISCRETE MATHEMATICS,MATH122,Fail,68,D
1175,ALGORITHMS AND PROGRAMMING,CMPE124,Withdrawn,73,C
1175,CALCULUS-II,MATH102,Withdrawn,67,D
1175,DIGITAL LOGIC DESIGN,CMPE221,Pass,73,C
1175,INTRODUCTION TO PROBABILITY AND STATISTICS,MATH205,Pass,83,B
1175,DIFFERENTIAL EQUATIONS,MATH203,Withdrawn,66,D
1175,PRINCIPLES OF ARTIFICIAL INTELLIGENCE,AIEN201,Fail,59,F
1175,UNIVERSITY ELECTIVE (INTRODUCTION TO COMPUTING),CMPE101,Fail,82,B
1175,VISUAL PROGRAMMING,CMPE214,Withdrawn,60,D
1175,FREE ELECTIVE (DATA STRUCTURES AND DATA ORGANIZATION),CMPE242,Withdrawn,67,D
1175,FREE ELECTIVE (ENGINEERING ECONOMY),INDE232,Fail,73,C
1175,INTRODUCTION TO DATA SCIENCE,AIEN202,Withdrawn,75,C
1175,MATHEMATICAL METHODS FOR ENGINEERS,MATH202,Pass,74,C
1175,DATABASE MANAGEMENT SYSTEMS AND PROGRAMMING-I,CMPE343,Withdrawn,62,D
1175,OPERATING SYSTEMS,CMPE351,Fail,63,D
1175,SIGNALS & SYSTEMS,EELE321,Withdrawn,84,B
1175,PROGRAMMING FOR ARTIFICIAL INTELLIGENCE,AIEN301,Withdrawn,80,B
1175,AREA ELECTIVE (INDUSTRIAL AUTOMATION ),ENGI415,Withdrawn,76,C
1175,SIGNAL AND IMAGE PROCESSING,CMPE326,Withdrawn,85,B
1175,FUNDAMENTALS OF COMPUTER NETWORKS,CMPE332,Fail,67,D
1175,FREE ELECTIVE (PHYSIOLOGICAL SIGNALS AND INSTRUMENTATION),BIME302,Pass,57,F
1175,AREA ELECTIVE (OBJECT ORIENTED PROGRAMMING),CMPE313,Pass,66,D
1175,MACHINE LEARNING,AIEN302,Pass,80,B
1175,ROBOTICS,EELE411,Withdrawn,81,B
1175,PROJECT MANAGEMENT,ENGI401,Fail,66,D
1175,FUNDAMENTALS OF NEURAL NETWORKS,AIEN421,Withdrawn,74,C
1175,AREA ELECTIVE (ETHICS),INDE335,Withdrawn,76,C
1175,SUMMER TRAINING,AIEN300,Withdrawn,72,C
1175,UNIVERSITY ELECTIVE (JOURNALISM CASE STUDIES),JOUR450,Distinction,73,C
1175,CAPSTONE PROJECT,ENGI402,Pass,75,C
1175,NATURAL LANGUAGE PROCESSING,AIEN422,Withdrawn,69,D
1175,AREA ELECTIVE (BIOINFORMATICS),BIOE305,Fail,85,B
1175,AREA ELECTIVE (INTRODUCTION TO HUMAN-COMPUTER INTERACTION),ISYE427,Withdrawn,63,D
1175,UNIVERSITY ELECTIVE (FILM ANALYSIS),RTVC342,Pass,87,B
1175,0,0,Withdrawn,#N/A,#N/A
1176,READING AND WRITING SKILLS-I,ENGL141,Pass,78,C
1176,GENERAL PHYSICS-I,PHYS101,Pass,70,C
1176,TURKISH,TURK100,Pass,#N/A,Pass
1176,LINEAR ALGEBRA,MATH121,Pass,72,C
1176,INTRODUCTION TO ARTIFICIAL INTELIGENCE ENGINEERING,AIEN100,Fail,69,D
1176,CALCULUS-I,MATH101,Fail,79,C
1176,INTRODUCTION TO PROGRAMMING,CMPE111,Withdrawn,70,C
1176,READING AND WRITING SKILLS-II,ENGL142,Withdrawn,72,C
1176,GENERAL PHYSICS-II,PHYS102,Pass,72,C
1176,HISTORY OF CIVILIZATION,HIST100,Withdrawn,71,C
1176,DISCRETE MATHEMATICS,MATH122,Withdrawn,68,D
1176,ALGORITHMS AND PROGRAMMING,CMPE124,Pass,73,C
1176,CALCULUS-II,MATH102,Withdrawn,67,D
1176,DIGITAL LOGIC DESIGN,CMPE221,Withdrawn,73,C
1176,INTRODUCTION TO PROBABILITY AND STATISTICS,MATH205,Withdrawn,83,B
1176,DIFFERENTIAL EQUATIONS,MATH203,Pass,66,D
1176,PRINCIPLES OF ARTIFICIAL INTELLIGENCE,AIEN201,Distinction,59,F
1176,UNIVERSITY ELECTIVE (INTRODUCTION TO COMPUTING),CMPE101,Pass,82,B
1176,VISUAL PROGRAMMING,CMPE214,Withdrawn,60,D
1176,FREE ELECTIVE (DATA STRUCTURES AND DATA ORGANIZATION),CMPE242,Pass,67,D
1176,FREE ELECTIVE (ENGINEERING ECONOMY),INDE232,Fail,73,C
1176,INTRODUCTION TO DATA SCIENCE,AIEN202,Withdrawn,75,C
1176,MATHEMATICAL METHODS FOR ENGINEERS,MATH202,Pass,74,C
1176,DATABASE MANAGEMENT SYSTEMS AND PROGRAMMING-I,CMPE343,Withdrawn,62,D
1176,OPERATING SYSTEMS,CMPE351,Pass,63,D
1176,SIGNALS & SYSTEMS,EELE321,Pass,84,B
1176,PROGRAMMING FOR ARTIFICIAL INTELLIGENCE,AIEN301,Fail,80,B
1176,AREA ELECTIVE (INDUSTRIAL AUTOMATION ),ENGI415,Pass,76,C
1176,SIGNAL AND IMAGE PROCESSING,CMPE326,Pass,85,B
1176,FUNDAMENTALS OF COMPUTER NETWORKS,CMPE332,Pass,67,D
1176,FREE ELECTIVE (PHYSIOLOGICAL SIGNALS AND INSTRUMENTATION),BIME302,Fail,57,F
1176,AREA ELECTIVE (OBJECT ORIENTED PROGRAMMING),CMPE313,Withdrawn,66,D
1176,MACHINE LEARNING,AIEN302,Pass,80,B
1176,ROBOTICS,EELE411,Pass,81,B
1176,PROJECT MANAGEMENT,ENGI401,Pass,66,D
1176,FUNDAMENTALS OF NEURAL NETWORKS,AIEN421,Fail,74,C
1176,AREA ELECTIVE (ETHICS),INDE335,Withdrawn,76,C
1176,SUMMER TRAINING,AIEN300,Withdrawn,72,C
1176,UNIVERSITY ELECTIVE (JOURNALISM CASE STUDIES),JOUR450,Distinction,73,C
1176,CAPSTONE PROJECT,ENGI402,Withdrawn,75,C
